Comunidades y Ciudades Autónomas;Causa de muerte;Periodo;Total
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2016;9
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2015;8
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2014;25
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2013;27
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2012;23
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2011;21
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2010;31
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2009;31
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2008;31
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2007;24
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2006;30
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2005;25
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2004;32
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2003;27
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2002;24
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2001;16
06 Cantabria;073  XII.Enfermedades de la piel y del tejido subcutáneo;2000;11
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;67
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;70
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;78
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;82
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;81
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;67
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;72
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;44
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;12
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;34
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;39
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;50
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;55
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;52
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;48
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;44
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;37
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;36
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;39
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;32
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;27
06 Cantabria;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;42
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2021;226
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2020;206
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2019;188
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2018;146
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2017;150
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2016;117
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2015;114
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2014;173
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2013;169
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2012;166
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2011;159
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2010;137
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2009;171
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2008;109
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2007;143
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2006;131
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2005;150
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2004;131
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2003;122
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2002;130
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2001;104
06 Cantabria;077-080  XIV.Enfermedades del sistema genitourinario;2000;115
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2021;3066
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2020;7982
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2019;454
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2018;401
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2017;479
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2016;518
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2015;504
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2014;444
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2013;434
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2012;439
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2011;424
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2010;487
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2009;524
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2008;653
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2007;662
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2006;545
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2005;469
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2004;494
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2003;495
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2002;452
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2001;424
07 Castilla y León;001-008  I.Enfermedades infecciosas y parasitarias;2000;432
07 Castilla y León;009-041  II.Tumores;2021;7440
07 Castilla y León;009-041  II.Tumores;2020;7588
07 Castilla y León;009-041  II.Tumores;2019;7672
07 Castilla y León;009-041  II.Tumores;2018;7782
07 Castilla y León;009-041  II.Tumores;2017;7744
07 Castilla y León;009-041  II.Tumores;2016;7857
07 Castilla y León;009-041  II.Tumores;2015;7867
07 Castilla y León;009-041  II.Tumores;2014;7911
07 Castilla y León;009-041  II.Tumores;2013;8083
07 Castilla y León;009-041  II.Tumores;2012;8066
07 Castilla y León;009-041  II.Tumores;2011;7846
07 Castilla y León;009-041  II.Tumores;2010;7959
07 Castilla y León;009-041  II.Tumores;2009;7749
07 Castilla y León;009-041  II.Tumores;2008;7655
07 Castilla y León;009-041  II.Tumores;2007;7862
07 Castilla y León;009-041  II.Tumores;2006;7711
07 Castilla y León;009-041  II.Tumores;2005;7401
07 Castilla y León;009-041  II.Tumores;2004;7397
07 Castilla y León;009-041  II.Tumores;2003;7512
07 Castilla y León;009-041  II.Tumores;2002;7345
07 Castilla y León;009-041  II.Tumores;2001;7133
07 Castilla y León;009-041  II.Tumores;2000;7094
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;184
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;173
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;160
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;164
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2017;140
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2016;133
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2015;170
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2014;133
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2013;124
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2012;103
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2011;118
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2010;108
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2009;128
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2008;92
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2007;116
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2006;110
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2005;117
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2004;135
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2003;118
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2002;129
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2001;114
07 Castilla y León;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;109
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;1367
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;1339
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;1105
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;1084
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;1035
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;1071
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;1172
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;1180
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;1060
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;1095
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;1016
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;911
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;770
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;851
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;808
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;826
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;869
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;863
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;899
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;882
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;826
07 Castilla y León;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;787
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2021;1137
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2020;1348
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2019;1445
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2018;1314
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2017;1234
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2016;1162
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2015;1329
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2014;1128
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2013;1042
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2012;1054
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2011;886
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2010;851
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2009;925
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2008;786
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2007;737
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2006;761
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2005;800
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2004;715
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2003;784
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2002;693
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2001;725
07 Castilla y León;046-049  V.Trastornos mentales y del comportamiento;2000;693
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;1402
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;1701
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;1617
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;1563
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2017;1660
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2016;1583
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2015;1632
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2014;1516
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2013;1382
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2012;1381
07 Castilla y León;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2011;1270
